filename,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class_id,class_name,is_test,filename_cropped,bbox_h,bbox_w
00939.jpg,11,95,619,301,171,Nissan 240SX Coupe 1998,0,cropped_00939.jpg,207,609
00940.jpg,109,113,360,233,21,Audi S5 Convertible 2012,0,cropped_00940.jpg,121,252
00941.jpg,57,139,537,364,126,Honda Odyssey Minivan 2012,0,cropped_00941.jpg,226,481
00942.jpg,226,220,926,543,62,Chevrolet Tahoe Hybrid SUV 2012,0,cropped_00942.jpg,324,701
00943.jpg,249,129,699,394,50,Buick Enclave SUV 2012,0,cropped_00943.jpg,266,451
00944.jpg,248,169,737,454,46,Bugatti Veyron 16.4 Coupe 2009,0,cropped_00944.jpg,286,490
00945.jpg,31,55,216,132,108,Ford Freestar Minivan 2007,0,cropped_00945.jpg,78,186
00946.jpg,48,24,441,202,1,AM General Hummer SUV 2000,0,cropped_00946.jpg,179,394
00947.jpg,12,105,417,257,107,Ford Mustang Convertible 2007,0,cropped_00947.jpg,153,406
00948.jpg,7,69,250,176,80,Chrysler Crossfire Convertible 2008,0,cropped_00948.jpg,108,244
00949.jpg,48,10,197,112,116,Ford E-Series Wagon Van 2012,0,cropped_00949.jpg,103,150
00950.jpg,193,196,1372,1075,191,Volkswagen Golf Hatchback 1991,0,cropped_00950.jpg,880,1180
00951.jpg,115,34,733,555,95,Dodge Durango SUV 2007,0,cropped_00951.jpg,522,619
00952.jpg,10,26,274,162,195,Volvo XC90 SUV 2007,0,cropped_00952.jpg,137,265
00953.jpg,151,97,842,537,172,Plymouth Neon Coupe 1999,0,cropped_00953.jpg,441,692
00954.jpg,22,12,685,330,195,Volvo XC90 SUV 2007,0,cropped_00954.jpg,319,664
00955.jpg,37,109,692,363,81,Chrysler PT Cruiser Convertible 2008,0,cropped_00955.jpg,255,656
00956.jpg,8,17,590,298,20,Audi S6 Sedan 2011,0,cropped_00956.jpg,282,583
00957.jpg,116,105,948,650,75,Chevrolet Silverado 1500 Regular Cab 2012,0,cropped_00957.jpg,546,833
00958.jpg,143,229,971,598,192,Volkswagen Beetle Hatchback 2012,0,cropped_00958.jpg,370,829
00959.jpg,125,234,848,431,151,Lamborghini Aventador Coupe 2012,0,cropped_00959.jpg,198,724
00960.jpg,3,56,251,148,108,Ford Freestar Minivan 2007,0,cropped_00960.jpg,93,249
00961.jpg,1,86,585,475,161,Mercedes-Benz 300-Class Convertible 1993,0,cropped_00961.jpg,390,585
00962.jpg,189,64,1363,883,189,Toyota 4Runner SUV 2012,0,cropped_00962.jpg,820,1175
00963.jpg,46,76,562,265,55,Chevrolet Corvette Convertible 2012,0,cropped_00963.jpg,190,517
00964.jpg,32,70,370,287,116,Ford E-Series Wagon Van 2012,0,cropped_00964.jpg,218,339
00965.jpg,1,97,494,375,61,Chevrolet Impala Sedan 2007,0,cropped_00965.jpg,279,494
00966.jpg,18,89,626,416,27,BMW 1 Series Convertible 2012,0,cropped_00966.jpg,328,609
00967.jpg,57,108,551,400,68,Chevrolet TrailBlazer SS 2009,0,cropped_00967.jpg,293,495
00968.jpg,8,67,800,511,61,Chevrolet Impala Sedan 2007,0,cropped_00968.jpg,445,793
00969.jpg,367,292,1199,749,96,Dodge Charger Sedan 2012,0,cropped_00969.jpg,458,833
00970.jpg,23,27,555,326,52,Cadillac SRX SUV 2012,0,cropped_00970.jpg,300,533
00971.jpg,32,178,597,397,34,BMW M3 Coupe 2012,0,cropped_00971.jpg,220,566
00972.jpg,187,91,509,315,169,Nissan NV Passenger Van 2012,0,cropped_00972.jpg,225,323
00973.jpg,41,26,842,262,92,Dodge Magnum Wagon 2008,0,cropped_00973.jpg,237,802
00974.jpg,26,118,445,306,115,Ford Focus Sedan 2007,0,cropped_00974.jpg,189,420
00975.jpg,44,136,581,362,16,Audi V8 Sedan 1994,0,cropped_00975.jpg,227,538
00976.jpg,25,64,255,138,190,Volkswagen Golf Hatchback 2012,0,cropped_00976.jpg,75,231
00977.jpg,127,61,597,344,33,BMW X6 SUV 2012,0,cropped_00977.jpg,284,471
00978.jpg,83,106,732,434,62,Chevrolet Tahoe Hybrid SUV 2012,0,cropped_00978.jpg,329,650
00979.jpg,37,126,963,734,87,Dodge Ram Pickup 3500 Quad Cab 2009,0,cropped_00979.jpg,609,927
00980.jpg,133,165,769,535,101,Ferrari FF Coupe 2012,0,cropped_00980.jpg,371,637
00981.jpg,28,68,1978,1038,50,Buick Enclave SUV 2012,0,cropped_00981.jpg,971,1951
00982.jpg,16,52,259,174,156,Lincoln Town Car Sedan 2011,0,cropped_00982.jpg,123,244
00983.jpg,78,21,521,283,128,Honda Accord Coupe 2012,0,cropped_00983.jpg,263,444
00984.jpg,128,250,899,571,181,Suzuki Aerio Sedan 2007,0,cropped_00984.jpg,322,772
00985.jpg,79,64,281,190,37,BMW X3 SUV 2012,0,cropped_00985.jpg,127,203
00986.jpg,30,114,1001,765,133,Hyundai Veracruz SUV 2012,0,cropped_00986.jpg,652,972
00987.jpg,10,25,310,221,40,Bentley Arnage Sedan 2009,0,cropped_00987.jpg,197,301
00988.jpg,394,379,1624,1033,23,Audi S4 Sedan 2012,0,cropped_00988.jpg,655,1231
00989.jpg,9,34,253,157,53,Cadillac Escalade EXT Crew Cab 2007,0,cropped_00989.jpg,124,245
00990.jpg,5,99,638,324,161,Mercedes-Benz 300-Class Convertible 1993,0,cropped_00990.jpg,226,634
00991.jpg,108,62,391,327,31,BMW 6 Series Convertible 2007,0,cropped_00991.jpg,266,284
00992.jpg,59,106,581,309,168,Nissan Leaf Hatchback 2012,0,cropped_00992.jpg,204,523
00993.jpg,20,222,948,654,115,Ford Focus Sedan 2007,0,cropped_00993.jpg,433,929
00994.jpg,55,297,664,600,112,Ford GT Coupe 2006,0,cropped_00994.jpg,304,610
00995.jpg,75,186,596,571,63,Chevrolet Sonic Sedan 2012,0,cropped_00995.jpg,386,522
00996.jpg,3,70,333,212,104,Ferrari 458 Italia Coupe 2012,0,cropped_00996.jpg,143,331
00997.jpg,11,84,253,182,60,Chevrolet HHR SS 2010,0,cropped_00997.jpg,99,243
00998.jpg,96,3,635,445,58,Chevrolet Traverse SUV 2012,0,cropped_00998.jpg,443,540
00999.jpg,79,75,585,355,58,Chevrolet Traverse SUV 2012,0,cropped_00999.jpg,281,507
01000.jpg,214,382,1459,1117,119,GMC Savana Van 2012,0,cropped_01000.jpg,736,1246
01001.jpg,36,13,611,302,43,Bentley Continental GT Coupe 2007,0,cropped_01001.jpg,290,576
01002.jpg,43,96,561,359,43,Bentley Continental GT Coupe 2007,0,cropped_01002.jpg,264,519
01003.jpg,197,237,546,386,192,Volkswagen Beetle Hatchback 2012,0,cropped_01003.jpg,150,350
01004.jpg,22,22,255,172,56,Chevrolet Corvette ZR1 2012,0,cropped_01004.jpg,151,234
01005.jpg,15,86,294,214,65,Chevrolet Avalanche Crew Cab 2012,0,cropped_01005.jpg,129,280
01006.jpg,128,82,1952,1395,170,Nissan Juke Hatchback 2012,0,cropped_01006.jpg,1314,1825
01007.jpg,61,189,976,656,137,Hyundai Genesis Sedan 2012,0,cropped_01007.jpg,468,916
01008.jpg,45,203,982,564,43,Bentley Continental GT Coupe 2007,0,cropped_01008.jpg,362,938
01009.jpg,39,100,479,317,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,0,cropped_01009.jpg,218,441
01010.jpg,6,3,932,639,6,Acura Integra Type R 2001,0,cropped_01010.jpg,637,927
01011.jpg,248,147,554,323,101,Ferrari FF Coupe 2012,0,cropped_01011.jpg,177,307
01012.jpg,58,72,763,529,6,Acura Integra Type R 2001,0,cropped_01012.jpg,458,706
01013.jpg,63,72,250,149,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,0,cropped_01013.jpg,78,188
01014.jpg,140,114,1335,917,100,FIAT 500 Convertible 2012,0,cropped_01014.jpg,804,1196
01015.jpg,42,111,777,562,194,Volvo 240 Sedan 1993,0,cropped_01015.jpg,452,736
01016.jpg,482,134,1382,739,170,Nissan Juke Hatchback 2012,0,cropped_01016.jpg,606,901
01017.jpg,39,84,994,656,127,Honda Odyssey Minivan 2007,0,cropped_01017.jpg,573,956
01018.jpg,89,209,730,482,162,Mercedes-Benz C-Class Sedan 2012,0,cropped_01018.jpg,274,642
01019.jpg,219,213,1156,543,168,Nissan Leaf Hatchback 2012,0,cropped_01019.jpg,331,938
01020.jpg,81,96,556,385,83,Dodge Caliber Wagon 2012,0,cropped_01020.jpg,290,476
01021.jpg,10,13,247,182,162,Mercedes-Benz C-Class Sedan 2012,0,cropped_01021.jpg,170,238
01022.jpg,110,31,833,422,23,Audi S4 Sedan 2012,0,cropped_01022.jpg,392,724
01023.jpg,423,339,1059,619,26,BMW ActiveHybrid 5 Sedan 2012,0,cropped_01023.jpg,281,637
01024.jpg,9,67,397,239,155,Land Rover LR2 SUV 2012,0,cropped_01024.jpg,173,389
01025.jpg,37,74,756,356,129,Honda Accord Sedan 2012,0,cropped_01025.jpg,283,720
01026.jpg,1,51,258,172,53,Cadillac Escalade EXT Crew Cab 2007,0,cropped_01026.jpg,122,258
01027.jpg,34,88,750,540,50,Buick Enclave SUV 2012,0,cropped_01027.jpg,453,717
01028.jpg,71,144,1101,712,180,Spyker C8 Coupe 2009,0,cropped_01028.jpg,569,1031
01029.jpg,6,47,316,235,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,0,cropped_01029.jpg,189,311
01030.jpg,25,67,619,432,143,Isuzu Ascender SUV 2008,0,cropped_01030.jpg,366,595
01031.jpg,130,10,839,346,2,Acura RL Sedan 2012,0,cropped_01031.jpg,337,710
01032.jpg,34,52,442,319,54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,0,cropped_01032.jpg,268,409
01033.jpg,49,279,2791,1870,61,Chevrolet Impala Sedan 2007,0,cropped_01033.jpg,1592,2743
01034.jpg,115,63,817,324,2,Acura RL Sedan 2012,0,cropped_01034.jpg,262,703
01035.jpg,127,99,521,366,135,Hyundai Elantra Sedan 2007,0,cropped_01035.jpg,268,395
01036.jpg,24,50,258,171,27,BMW 1 Series Convertible 2012,0,cropped_01036.jpg,122,235
01037.jpg,17,29,640,445,127,Honda Odyssey Minivan 2007,0,cropped_01037.jpg,417,624
01038.jpg,105,78,1330,817,182,Suzuki Kizashi Sedan 2012,0,cropped_01038.jpg,740,1226
01039.jpg,70,116,465,308,41,Bentley Mulsanne Sedan 2011,0,cropped_01039.jpg,193,396
01040.jpg,28,21,105,79,88,Dodge Sprinter Cargo Van 2009,0,cropped_01040.jpg,59,78
01041.jpg,27,87,623,402,119,GMC Savana Van 2012,0,cropped_01041.jpg,316,597
01042.jpg,23,78,383,254,73,Chevrolet Malibu Sedan 2007,0,cropped_01042.jpg,177,361
01043.jpg,199,184,1116,809,124,HUMMER H3T Crew Cab 2010,0,cropped_01043.jpg,626,918
01044.jpg,33,57,608,429,91,Dodge Dakota Club Cab 2007,0,cropped_01044.jpg,373,576
01045.jpg,44,103,596,376,149,Jeep Compass SUV 2012,0,cropped_01045.jpg,274,553
01046.jpg,58,46,454,393,193,Volvo C30 Hatchback 2012,0,cropped_01046.jpg,348,397
01047.jpg,30,34,232,157,82,Daewoo Nubira Wagon 2002,0,cropped_01047.jpg,124,203
01048.jpg,21,105,619,372,20,Audi S6 Sedan 2011,0,cropped_01048.jpg,268,599
01049.jpg,187,133,1504,891,167,Mitsubishi Lancer Sedan 2012,0,cropped_01049.jpg,759,1318
01050.jpg,157,172,693,441,132,Hyundai Tucson SUV 2012,0,cropped_01050.jpg,270,537
01051.jpg,6,35,624,316,42,Bentley Continental GT Coupe 2012,0,cropped_01051.jpg,282,619
01052.jpg,150,33,1729,1008,152,Lamborghini Gallardo LP 570-4 Superleggera 2012,0,cropped_01052.jpg,976,1580
01053.jpg,9,88,340,241,171,Nissan 240SX Coupe 1998,0,cropped_01053.jpg,154,332
01054.jpg,38,212,797,482,43,Bentley Continental GT Coupe 2007,0,cropped_01054.jpg,271,760
01055.jpg,27,20,288,198,111,Ford Ranger SuperCab 2011,0,cropped_01055.jpg,179,262
01056.jpg,108,68,693,304,135,Hyundai Elantra Sedan 2007,0,cropped_01056.jpg,237,586
01057.jpg,6,178,588,386,79,Chrysler 300 SRT-8 2010,0,cropped_01057.jpg,209,583
01058.jpg,14,97,493,359,93,Dodge Challenger SRT8 2011,0,cropped_01058.jpg,263,480
01059.jpg,25,112,579,289,26,BMW ActiveHybrid 5 Sedan 2012,0,cropped_01059.jpg,178,555
01060.jpg,12,34,423,239,69,Chevrolet Silverado 2500HD Regular Cab 2012,0,cropped_01060.jpg,206,412
01061.jpg,3,64,258,181,32,BMW X5 SUV 2007,0,cropped_01061.jpg,118,256
01062.jpg,2,169,629,369,61,Chevrolet Impala Sedan 2007,0,cropped_01062.jpg,201,628
01063.jpg,351,286,3753,2243,78,Chrysler Town and Country Minivan 2012,0,cropped_01063.jpg,1958,3403
01064.jpg,4,37,319,217,37,BMW X3 SUV 2012,0,cropped_01064.jpg,181,316
01065.jpg,277,454,1504,1069,34,BMW M3 Coupe 2012,0,cropped_01065.jpg,616,1228
01066.jpg,33,139,659,390,150,Lamborghini Reventon Coupe 2008,0,cropped_01066.jpg,252,627
01067.jpg,28,89,452,345,114,Ford F-150 Regular Cab 2007,0,cropped_01067.jpg,257,425
01068.jpg,86,160,1549,1090,191,Volkswagen Golf Hatchback 1991,0,cropped_01068.jpg,931,1464
01069.jpg,17,34,993,563,81,Chrysler PT Cruiser Convertible 2008,0,cropped_01069.jpg,530,977
01070.jpg,52,59,438,288,86,Dodge Ram Pickup 3500 Crew Cab 2010,0,cropped_01070.jpg,230,387
01071.jpg,30,209,1014,589,60,Chevrolet HHR SS 2010,0,cropped_01071.jpg,381,985
01072.jpg,12,21,320,218,17,Audi 100 Sedan 1994,0,cropped_01072.jpg,198,309
01073.jpg,8,63,545,314,24,Audi S4 Sedan 2007,0,cropped_01073.jpg,252,538
01074.jpg,127,627,1993,1308,69,Chevrolet Silverado 2500HD Regular Cab 2012,0,cropped_01074.jpg,682,1867
01075.jpg,4,8,290,176,111,Ford Ranger SuperCab 2011,0,cropped_01075.jpg,169,287
01076.jpg,393,201,639,310,39,Bentley Continental Supersports Conv. Convertible 2012,0,cropped_01076.jpg,110,247
01077.jpg,81,258,717,465,45,Bugatti Veyron 16.4 Convertible 2009,0,cropped_01077.jpg,208,637
01078.jpg,68,191,946,646,167,Mitsubishi Lancer Sedan 2012,0,cropped_01078.jpg,456,879
01079.jpg,51,151,732,430,37,BMW X3 SUV 2012,0,cropped_01079.jpg,280,682
01080.jpg,49,40,591,369,192,Volkswagen Beetle Hatchback 2012,0,cropped_01080.jpg,330,543
01081.jpg,22,47,278,213,196,smart fortwo Convertible 2012,0,cropped_01081.jpg,167,257
01082.jpg,63,38,429,305,92,Dodge Magnum Wagon 2008,0,cropped_01082.jpg,268,367
01083.jpg,12,33,438,241,113,Ford F-150 Regular Cab 2012,0,cropped_01083.jpg,209,427
01084.jpg,45,37,566,304,49,Buick Verano Sedan 2012,0,cropped_01084.jpg,268,522
01085.jpg,90,53,460,257,14,Audi TTS Coupe 2012,0,cropped_01085.jpg,205,371
01086.jpg,11,136,392,254,55,Chevrolet Corvette Convertible 2012,0,cropped_01086.jpg,119,382
01087.jpg,21,35,361,212,73,Chevrolet Malibu Sedan 2007,0,cropped_01087.jpg,178,341
01088.jpg,70,57,429,267,159,Mazda Tribute SUV 2011,0,cropped_01088.jpg,211,360
01089.jpg,196,172,1396,890,30,BMW 3 Series Wagon 2012,0,cropped_01089.jpg,719,1201
01090.jpg,15,57,528,299,153,Lamborghini Diablo Coupe 2001,0,cropped_01090.jpg,243,514
01091.jpg,105,167,582,307,22,Audi S5 Coupe 2012,0,cropped_01091.jpg,141,478
01092.jpg,24,187,586,483,25,Audi TT RS Coupe 2012,0,cropped_01092.jpg,297,563
01093.jpg,2,79,479,359,93,Dodge Challenger SRT8 2011,0,cropped_01093.jpg,281,478
01094.jpg,2,7,300,225,22,Audi S5 Coupe 2012,0,cropped_01094.jpg,219,299
01095.jpg,128,272,1150,785,56,Chevrolet Corvette ZR1 2012,0,cropped_01095.jpg,514,1023
01096.jpg,17,57,630,399,159,Mazda Tribute SUV 2011,0,cropped_01096.jpg,343,614
01097.jpg,91,99,529,381,18,Audi 100 Wagon 1994,0,cropped_01097.jpg,283,439
01098.jpg,37,315,1181,727,112,Ford GT Coupe 2006,0,cropped_01098.jpg,413,1145
01099.jpg,246,681,1344,1069,45,Bugatti Veyron 16.4 Convertible 2009,0,cropped_01099.jpg,389,1099
01100.jpg,170,198,1084,843,131,Hyundai Santa Fe SUV 2012,0,cropped_01100.jpg,646,915
01101.jpg,155,73,489,238,104,Ferrari 458 Italia Coupe 2012,0,cropped_01101.jpg,166,335
01102.jpg,3,5,198,118,86,Dodge Ram Pickup 3500 Crew Cab 2010,0,cropped_01102.jpg,114,196
01103.jpg,14,35,261,169,48,Buick Rainier SUV 2007,0,cropped_01103.jpg,135,248
01104.jpg,54,16,569,332,185,Tesla Model S Sedan 2012,0,cropped_01104.jpg,317,516
01105.jpg,61,46,682,336,7,Acura ZDX Hatchback 2012,0,cropped_01105.jpg,291,622
01106.jpg,126,234,809,509,167,Mitsubishi Lancer Sedan 2012,0,cropped_01106.jpg,276,684
01107.jpg,22,141,1011,485,66,Chevrolet Cobalt SS 2010,0,cropped_01107.jpg,345,990
01108.jpg,12,166,472,295,55,Chevrolet Corvette Convertible 2012,0,cropped_01108.jpg,130,461
01109.jpg,578,169,1427,925,167,Mitsubishi Lancer Sedan 2012,0,cropped_01109.jpg,757,850
01110.jpg,70,260,1003,627,184,Suzuki SX4 Sedan 2012,0,cropped_01110.jpg,368,934
01111.jpg,31,124,414,279,189,Toyota 4Runner SUV 2012,0,cropped_01111.jpg,156,384
01112.jpg,199,192,908,617,193,Volvo C30 Hatchback 2012,0,cropped_01112.jpg,426,710
01113.jpg,9,14,262,189,88,Dodge Sprinter Cargo Van 2009,0,cropped_01113.jpg,176,254
01114.jpg,78,31,435,329,71,Chevrolet Express Van 2007,0,cropped_01114.jpg,299,358
01115.jpg,224,197,1833,1364,29,BMW 3 Series Sedan 2012,0,cropped_01115.jpg,1168,1610
01116.jpg,30,69,523,354,55,Chevrolet Corvette Convertible 2012,0,cropped_01116.jpg,286,494
01117.jpg,114,117,524,360,109,Ford Expedition EL SUV 2009,0,cropped_01117.jpg,244,411
01118.jpg,65,85,602,419,118,GMC Terrain SUV 2012,0,cropped_01118.jpg,335,538
01119.jpg,108,65,624,414,144,Jaguar XK XKR 2012,0,cropped_01119.jpg,350,517
01120.jpg,50,42,605,438,187,Toyota Camry Sedan 2012,0,cropped_01120.jpg,397,556
01121.jpg,157,59,838,485,191,Volkswagen Golf Hatchback 1991,0,cropped_01121.jpg,427,682
01122.jpg,48,49,596,450,34,BMW M3 Coupe 2012,0,cropped_01122.jpg,402,549
01123.jpg,72,210,978,665,20,Audi S6 Sedan 2011,0,cropped_01123.jpg,456,907
01124.jpg,39,124,577,319,11,Aston Martin Virage Coupe 2012,0,cropped_01124.jpg,196,539
01125.jpg,77,81,561,392,54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,0,cropped_01125.jpg,312,485
01126.jpg,16,105,279,266,45,Bugatti Veyron 16.4 Convertible 2009,0,cropped_01126.jpg,162,264
01127.jpg,29,78,607,272,29,BMW 3 Series Sedan 2012,0,cropped_01127.jpg,195,579
01128.jpg,39,120,558,429,30,BMW 3 Series Wagon 2012,0,cropped_01128.jpg,310,520
01129.jpg,30,34,411,182,31,BMW 6 Series Convertible 2007,0,cropped_01129.jpg,149,382
01130.jpg,108,228,558,415,43,Bentley Continental GT Coupe 2007,0,cropped_01130.jpg,188,451
01131.jpg,1,65,455,253,113,Ford F-150 Regular Cab 2012,0,cropped_01131.jpg,189,455
01132.jpg,12,120,766,501,143,Isuzu Ascender SUV 2008,0,cropped_01132.jpg,382,755
01133.jpg,51,49,247,163,56,Chevrolet Corvette ZR1 2012,0,cropped_01133.jpg,115,197
01134.jpg,68,48,235,162,5,Acura TSX Sedan 2012,0,cropped_01134.jpg,115,168
01135.jpg,18,86,613,355,123,Geo Metro Convertible 1993,0,cropped_01135.jpg,270,596
01136.jpg,11,29,490,295,52,Cadillac SRX SUV 2012,0,cropped_01136.jpg,267,480
01137.jpg,57,71,710,501,90,Dodge Dakota Crew Cab 2010,0,cropped_01137.jpg,431,654
01138.jpg,57,116,471,249,39,Bentley Continental Supersports Conv. Convertible 2012,0,cropped_01138.jpg,134,415
01139.jpg,47,34,595,326,187,Toyota Camry Sedan 2012,0,cropped_01139.jpg,293,549
01140.jpg,48,274,771,555,191,Volkswagen Golf Hatchback 1991,0,cropped_01140.jpg,282,724
01141.jpg,19,229,1801,1144,170,Nissan Juke Hatchback 2012,0,cropped_01141.jpg,916,1783
01142.jpg,3,127,636,425,31,BMW 6 Series Convertible 2007,0,cropped_01142.jpg,299,634
01143.jpg,57,124,558,381,121,GMC Acadia SUV 2012,0,cropped_01143.jpg,258,502
01144.jpg,11,41,555,333,190,Volkswagen Golf Hatchback 2012,0,cropped_01144.jpg,293,545
01145.jpg,39,96,760,538,121,GMC Acadia SUV 2012,0,cropped_01145.jpg,443,722
01146.jpg,42,55,264,152,56,Chevrolet Corvette ZR1 2012,0,cropped_01146.jpg,98,223
01147.jpg,1,1,526,530,64,Chevrolet Express Cargo Van 2007,0,cropped_01147.jpg,530,526
01148.jpg,32,109,575,267,10,Aston Martin Virage Convertible 2012,0,cropped_01148.jpg,159,544
01149.jpg,5,20,388,239,165,Mercedes-Benz S-Class Sedan 2012,0,cropped_01149.jpg,220,384
01150.jpg,176,118,486,313,101,Ferrari FF Coupe 2012,0,cropped_01150.jpg,196,311
01151.jpg,32,48,272,196,22,Audi S5 Coupe 2012,0,cropped_01151.jpg,149,241
01152.jpg,4,24,417,309,78,Chrysler Town and Country Minivan 2012,0,cropped_01152.jpg,286,414
01153.jpg,25,64,741,301,97,Dodge Charger SRT-8 2009,0,cropped_01153.jpg,238,717
01154.jpg,206,173,805,478,146,Jeep Wrangler SUV 2012,0,cropped_01154.jpg,306,600
01155.jpg,395,414,2378,1721,96,Dodge Charger Sedan 2012,0,cropped_01155.jpg,1308,1984
01156.jpg,38,60,291,220,110,Ford Edge SUV 2012,0,cropped_01156.jpg,161,254
01157.jpg,32,135,466,266,15,Audi R8 Coupe 2012,0,cropped_01157.jpg,132,435
01158.jpg,57,25,579,433,187,Toyota Camry Sedan 2012,0,cropped_01158.jpg,409,523
01159.jpg,30,23,390,256,195,Volvo XC90 SUV 2007,0,cropped_01159.jpg,234,361
01160.jpg,3,45,630,402,23,Audi S4 Sedan 2012,0,cropped_01160.jpg,358,628
01161.jpg,64,106,399,307,82,Daewoo Nubira Wagon 2002,0,cropped_01161.jpg,202,336
01162.jpg,65,182,616,383,174,Ram C/V Cargo Van Minivan 2012,0,cropped_01162.jpg,202,552
01163.jpg,69,192,876,531,87,Dodge Ram Pickup 3500 Quad Cab 2009,0,cropped_01163.jpg,340,808
01164.jpg,235,425,1101,711,31,BMW 6 Series Convertible 2007,0,cropped_01164.jpg,287,867
01165.jpg,106,27,933,440,36,BMW M6 Convertible 2010,0,cropped_01165.jpg,414,828
01166.jpg,16,94,768,513,123,Geo Metro Convertible 1993,0,cropped_01166.jpg,420,753
01167.jpg,88,298,717,514,21,Audi S5 Convertible 2012,0,cropped_01167.jpg,217,630
01168.jpg,124,322,1010,662,46,Bugatti Veyron 16.4 Coupe 2009,0,cropped_01168.jpg,341,887
01169.jpg,27,17,249,189,73,Chevrolet Malibu Sedan 2007,0,cropped_01169.jpg,173,223
01170.jpg,63,106,454,299,141,Infiniti G Coupe IPL 2012,0,cropped_01170.jpg,194,392
01171.jpg,102,6,606,480,88,Dodge Sprinter Cargo Van 2009,0,cropped_01171.jpg,475,505
01172.jpg,50,107,458,299,122,GMC Canyon Extended Cab 2012,0,cropped_01172.jpg,193,409
01173.jpg,11,15,989,658,145,Jeep Patriot SUV 2012,0,cropped_01173.jpg,644,979
01174.jpg,1,20,275,184,122,GMC Canyon Extended Cab 2012,0,cropped_01174.jpg,165,275
01175.jpg,1,4,800,320,113,Ford F-150 Regular Cab 2012,0,cropped_01175.jpg,317,800
01176.jpg,28,33,285,177,65,Chevrolet Avalanche Crew Cab 2012,0,cropped_01176.jpg,145,258
01177.jpg,163,237,1061,737,165,Mercedes-Benz S-Class Sedan 2012,0,cropped_01177.jpg,501,899
01178.jpg,68,169,712,401,43,Bentley Continental GT Coupe 2007,0,cropped_01178.jpg,233,645
01179.jpg,85,200,463,344,11,Aston Martin Virage Coupe 2012,0,cropped_01179.jpg,145,379
01180.jpg,11,29,294,185,16,Audi V8 Sedan 1994,0,cropped_01180.jpg,157,284
01181.jpg,25,125,620,349,126,Honda Odyssey Minivan 2012,0,cropped_01181.jpg,225,596
01182.jpg,70,193,762,445,161,Mercedes-Benz 300-Class Convertible 1993,0,cropped_01182.jpg,253,693
01183.jpg,75,260,923,593,153,Lamborghini Diablo Coupe 2001,0,cropped_01183.jpg,334,849
01184.jpg,16,40,464,244,46,Bugatti Veyron 16.4 Coupe 2009,0,cropped_01184.jpg,205,449
01185.jpg,147,180,1486,1011,52,Cadillac SRX SUV 2012,0,cropped_01185.jpg,832,1340
01186.jpg,12,48,230,157,8,Aston Martin V8 Vantage Convertible 2012,0,cropped_01186.jpg,110,219
01187.jpg,58,94,467,278,157,MINI Cooper Roadster Convertible 2012,0,cropped_01187.jpg,185,410
01188.jpg,108,105,540,330,94,Dodge Durango SUV 2012,0,cropped_01188.jpg,226,433
01189.jpg,22,278,625,445,153,Lamborghini Diablo Coupe 2001,0,cropped_01189.jpg,168,604
01190.jpg,78,95,999,667,63,Chevrolet Sonic Sedan 2012,0,cropped_01190.jpg,573,922
01191.jpg,13,34,235,184,116,Ford E-Series Wagon Van 2012,0,cropped_01191.jpg,151,223
01192.jpg,18,115,445,334,30,BMW 3 Series Wagon 2012,0,cropped_01192.jpg,220,428
01193.jpg,5,19,320,139,48,Buick Rainier SUV 2007,0,cropped_01193.jpg,121,316
01194.jpg,62,141,309,246,123,Geo Metro Convertible 1993,0,cropped_01194.jpg,106,248
01195.jpg,15,46,575,415,24,Audi S4 Sedan 2007,0,cropped_01195.jpg,370,561
01196.jpg,115,93,246,151,151,Lamborghini Aventador Coupe 2012,0,cropped_01196.jpg,59,132
01197.jpg,3,49,998,772,36,BMW M6 Convertible 2010,0,cropped_01197.jpg,724,996
01198.jpg,30,78,611,403,53,Cadillac Escalade EXT Crew Cab 2007,0,cropped_01198.jpg,326,582
01199.jpg,37,97,265,182,62,Chevrolet Tahoe Hybrid SUV 2012,0,cropped_01199.jpg,86,229
01200.jpg,80,31,667,264,142,Infiniti QX56 SUV 2011,0,cropped_01200.jpg,234,588
01201.jpg,19,51,631,458,50,Buick Enclave SUV 2012,0,cropped_01201.jpg,408,613
01202.jpg,52,289,751,505,21,Audi S5 Convertible 2012,0,cropped_01202.jpg,217,700
01203.jpg,1,36,269,196,171,Nissan 240SX Coupe 1998,0,cropped_01203.jpg,161,269
01204.jpg,49,83,1073,765,140,Hyundai Azera Sedan 2012,0,cropped_01204.jpg,683,1025
01205.jpg,45,59,284,161,41,Bentley Mulsanne Sedan 2011,0,cropped_01205.jpg,103,240
01206.jpg,71,96,590,393,28,BMW 1 Series Coupe 2012,0,cropped_01206.jpg,298,520
01207.jpg,5,50,293,170,48,Buick Rainier SUV 2007,0,cropped_01207.jpg,121,289
01208.jpg,64,281,819,694,30,BMW 3 Series Wagon 2012,0,cropped_01208.jpg,414,756
01209.jpg,1,24,120,103,174,Ram C/V Cargo Van Minivan 2012,0,cropped_01209.jpg,80,120
